,,,,,,,,,,,,,,,,,,,Pass Area,,,,,,,,,,,,,,,,
4,at CHI,2,2:28,Down 7,3,2,+31,Pass,11,"""+2x2*"", shotgun offset L",,,,Tate (R1),Inc.,0,,,RS,S,,,Under,4,,,,,,,,,,,
4,at CHI,2,0:39,Down 4,1,10,-40,Pass,11,"""+2x2*"", shotgun offset R",,,,M. Jones (L1),Catch,17,,,LM,D,,,2 Eagle Even,4,,,,,,,,,,,
4,at CHI,2,0:33,Down 4,1,10,+43,Pass,11,"""*1x3+"", shotgun offset L",,,,Ebron (R3),Catch,12,,,RS,IS,,,2 Eagle Even,4,,,,,,,,,,,
4,at CHI,2,0:27,Down 4,1,10,+31,Pass,11,"""+2x2*"", shotgun offset L",,,,Tate (R1),Inc.,0,,,RS,D,,,2 Eagle Even,4,,,,,,,,,,,
4,at CHI,2,0:21,Down 4,2,10,+31,Pass,11,"""+2x2+"", shotgun offset L",,,,"Riddick (L RB, 3)",Catch,9,,,M,S,,,Under,4,,,,,,,,,,,
4,at CHI,2,0:16,Down 4,3,1,+22,Pass,11,"""*2x2+"", shotgun offset L",,,,Tate (L1),Inc.,0,,,LS,S,,,Other Odd,3,,,,,,,,,,,
4,at CHI,3,13:03,Down 4,1,10,-44,Pass,11,"""+3x1+"", pistol",TE in,,,M. Jones (R1),Catch,15,,,WR Screen R,S,,,Over,4,,,,,,,,,,,
4,at CHI,3,11:59,Down 4,1,10,+30,Pass,11,"""+2x2+"", shotgun offset L",,,,"Ebron (R LOS TE, 2)",Catch,9,,Hard,LM,S,,,Under,4,,,,,,,,,,,
4,at CHI,3,10:48,Down 4,1,10,+19,Pass,11,"""-1x3+"", closed L, shotgun offset R",,,,"Riddick (R RB, 4)",Catch,4,,,RB Screen L,S,,,Over,4,,,,,,,,,,,
4,at CHI,3,10:08,Down 4,2,6,+15,Pass,11,"""-2x2-"", stack R-, shotgun offset R",,,,Boldin (L1),Catch,10,,,RM,S,,,Over,4,,,,,,,,,,,
4,at CHI,3,3:28,Up 8,1,10,-10,Pass,6 OL,"""+1x2+"", I-form offset L",,,,Zenner (RB 0),Catch,22,,Hard,LS,S,,,Other Odd,4,,,,,,,,,,,
4,at CHI,3,2:06,Up 8,1,10,-42,Pass,11,"""*2x2+"", shotgun offset R",,,,Boldin (R2),Inc.,0,,,LM,S,,,Other Odd,4,,,,,,,,,,,
4,at CHI,3,1:13,Up 8,3,6,-46,Pass,11,"""+2x3+"", shotgun",,,,Riddick (L2),Inc.,0,,,LM,S,,,Over,5,,,,,,,,,,,
4,at CHI,4,10:09,Down 11,1,10,-25,Pass,11,"""+3x1*"", shotgun offset R",TE in,,,Roberts (R1),Catch,8,,,RS,S,,,Over,4,,,,,,,,,,,
4,at CHI,4,9:25,Down 11,1,10,-41,Pass,11,"""+2x2*"", shotgun offset R",,,,M. Jones (L1),Inc.,0,,,LM,ID,,,2 Eagle Even,4,,,,,,,,,,,
4,at CHI,4,8:41,Down 11,3,15,-36,Pass,11,"""+3x1-"", shotgun offset R",,,,M. Jones (L1),Catch,19,,,M,ID,,,Other Odd,3,,,,,,,,,,,
4,at CHI,4,8:11,Down 11,1,10,+45,Pass,11,"""+2x2+"", shotgun offset L",,,,,"Sack, C. Washington",-9,,,,,,,Under,4,,,,,,,,,,,
4,at CHI,4,7:35,Down 11,2,19,-46,Pass,11,"""+2x2+"", shotgun offset L",,,,Ebron (R2),Catch,13,,,RS,IS,,,2 Eagle Even,4,,,,,,,,,,,
4,at CHI,4,6:31,Down 11,1,10,+36,Pass,11,"""+3x1+"", shotgun offset R",TE in,,,"Ebron (L LOS TE, 3)",Catch,8,,,LS,S,,,Over,4,,,,,,,,,,,
4,at CHI,4,5:43,Down 11,2,12,+38,Pass,11,"""*2x3+"", shotgun",,,,Riddick (L2),Catch,10,,,LS,S,,,Over,3,,,,,,,,,,,
4,at CHI,4,5:07,Down 11,3,2,+28,Pass,11,"""+1x3+"", shotgun offset L",TE in,,,Boldin (R2),Catch,5,,,RM,S,,,Over,4,,,,,,,,,,,
4,at CHI,4,4:39,Down 11,1,10,+23,Pass,11,"""-2x2+"", shotgun offset L",,,,Boldin (L1),Catch,0,,Soft,WR Screen L,S,,,Over,4,,,,,,,,,,,
4,at CHI,4,4:10,Down 11,2,10,+23,Pass,11,"""*1x3+"", shotgun offset L",,,,Boldin (R2),Inc.,0,,,RS,S,,,Over,4,,,,,,,,,,,
5,PHI,1,14:24,Tied,2,4,-31,Pass,11,"""*1x3+"", shotgun offset L",,,,M. Jones (L1),Catch,17,,,LM,S,,,Over,4,,,,,,,,,,,
5,PHI,1,12:29,Tied,1,10,+37,Pass,11,"""+2x2*"", shotgun offset R",,,,Tate (L2),Inc.,0,,,LS,S,,,Over,4,,,,,,,,,,,
5,PHI,1,11:07,Tied,2,11,+21,Pass,11,"""+2x3+"", shotgun",,,,Roberts (R3),Inc.,0,,,M,S,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,1,11:03,Tied,3,11,+21,Pass,11,"""+1x3+"", shotgun offset L",,,,Boldin (R2),Catch,20,,,RM,IS,,,Over,5,,,,,,,,,,,
5,PHI,1,9:42,Tied,2,G-1,+1,Pass,21,"""+1x2+"", shotgun 2 RB",,,,"Riddick (L RB, 2)","Catch, TD",1,,,LS,S,,,Over,4,,,,,,,,,,,
5,PHI,1,5:27,Up 7,2,7,-23,Pass,11,"""+2x1*"", pistol 2 RB",TE bk,,,M. Jones (L1),Catch,9,,,LM,S,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,1,3:18,Up 7,3,4,-45,Pass,10,"""*1x3+"", shotgun offset L",,,,Boldin (R2),Catch,7,,,RM,S,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,1,1:00,Up 7,2,6,+17,Pass,21,"""+2x1+"", pistol 2 RB",,,,"Riddick (L RB, 3)","Catch, TD",17,,,RB Screen R,S,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,2,9:42,Up 7,1,10,-38,Pass,6 OL,"""*1x3+"", singleback",,,,Tate (R1),Inc.,0,,Hard,RS,IS,,,Over,4,,,,,,,,,,,
5,PHI,2,8:55,Up 7,3,11,-37,Pass,11,"""*1x3+"", shotgun offset L",,,,"Riddick L RB, 2)",Catch,10,,,LS,S,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,2,6:51,Up 7,2,10,-49,Pass,11,"""*1x3+"", shotgun offset L",,,,Boldin (R2),Catch,13,,,LM,S,,,Over,4,,,,,,,,,,,
5,PHI,2,6:06,Up 7,1,10,+38,Pass,6 OL,"""*2x2+"", singleback",,,,Zenner (RB 0),Catch,19,,Hard,RB Screen R,S,,,Over,4,,,,,,,,,,,
5,PHI,2,4:32,Up 7,2,4,+13,Pass,10,"""+3x2+"", shotgun",,,,Throwaway,Inc.,0,,,,,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,2,4:00,Up 7,1,G-9,+9,Pass,11,"""+3x1-"", shotgun offset R",WR in,,,Tate (L3),Catch,8,,,RM,S,,,Under,4,,,,,,,,,,,
5,PHI,2,3:15,Up 7,2,G-1,+1,Pass,11,"""+2x2*"", shotgun offset L",,,,M. Jones (L1),"Catch, TD",1,,,LM,IS,,,Over,4,,,,,,,,,,,
5,PHI,3,8:32,Up 4,1,10,-26,Pass,6 OL,"""+1x3-"", singleback",,,,,"Sack, Logan",-26,"Off. Unsportsmanlike conduct, Boldin, -13",Hard,,,,,Over,5,,,,,,,,,,,
5,PHI,3,7:57,Up 4,2,24,-12,Pass,11,"""+2x2+"", shotgun offset R",,,,,"Sack, Fumble, Bradham",-5,,,,,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,3,5:55,Up 1,2,14,-12,Pass,11,"""+2x2+"", shotgun offset L",,,,"Zenner (L RB, 3)",Catch,4,,,Swing L,S,,,Over,4,,,,,,,,,,,
5,PHI,3,5:09,Up 1,3,10,-16,Pass,10,"""*1x3-"", shotgun offset L",,,,Boldin (R3),Catch,8,,,RM,S,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,3,0:49,Up 1,2,11,-47,Pass,11,"""+3x1-"", closed R, shotgun offset R",,,,Throwaway,Inc.,0,,,,,,,Over,4,,,,,,,,,,,
5,PHI,3,0:41,Up 1,3,11,-47,Pass,11,"""+3x1+"", shotgun offset R",,,,M. Jones (R1),Catch,10,,,RM,IS,,,Other Odd,4,,,,,,,,,,,
5,PHI,4,14:17,Up 1,1,10,+41,Pass,11,"""+2x2*"", shotgun offset R",,,,"Riddick (R RB, 2)",Catch,2,,,RS,S,,,Over,4,,,,,,,,,,,
5,PHI,4,12:50,Up 1,3,7,+38,Pass,10,"""+2x2+"", shotgun offset L",,,,,"Sack, Curry",-9,,,,,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,4,6:40,Down 2,1,10,-25,Pass,11,"""*2x2+"", shotgun offset R",,,,M. Jones (R1),Inc.,0,,Hard,RM,S,,,Under,4,,,,,,,,,,,
5,PHI,4,6:35,Down 2,2,10,-25,Pass,11,"""-1x3+"", shotgun offset R",,,,"Riddick (R RB, 4)",Catch,-6,,,RB Screen L,S,,,Under,4,,,,,,,,,,,
5,PHI,4,5:52,Down 2,3,16,-19,Pass,10,"""-2x2+"", shotgun offset L",,,,"Riddick (L RB, 3)",Catch,9,,,LS,S,,,2 Eagle Even,4,,,,,,,,,,,
5,PHI,4,2:34,Down 2,1,10,+45,Pass,10,"""*1x3+"", shotgun offset L",,,,Tate (R1),Catch,4,,,RM,S,,,Over,4,,,,,,,,,,,
5,PHI,4,2:00,Down 2,3,4,+39,Pass,10,"""*1x3-"", bunch R-, shotgun offset L",,,,Tate (BO),Catch,27,"Def. unnecessary roughness, Jenkins, +6",,LM,S,,,Other Even,4,,,,,,,,,,,
5,PHI,4,1:40,Down 2,3,G-5,+5,Pass,10,"""*1x3+"", shotgun offset L",,,,,"Sack, Cox",-6,,,,,,,Over,4,,,,,,,,,,,
6,LA,1,14:22,Tied,1,10,-40,Pass,11,"""+2x2*"", shotgun offset L",,,,M. Jones (L1),Inc.,0,,Soft,LM,S,,,Over,4,,,,,,,,,,,
6,LA,1,12:18,Tied,1,10,+49,Pass,11,"""+3x2+"", shotgun",,,,Boldin (L2),Catch,8,,,M,S,,,Over,4,,,,,,,,,,,
6,LA,1,11:36,Tied,2,2,+41,Pass,12,"-2x2-"", closed L, dual TE LOS, couple R-, shotgun offset R",,,,Tate (R- CO),Catch,34,,Hard,WR Screen R,S,,,Over,5,,,,,,,,,,,
6,LA,1,10:47,Tied,1,G-7,+7,Pass,6 OL,"""*2x2+"", pistol",,,,M. Jones (L1),"Catch, TD",7,,,LS,S,,,Over,4,,,,,,,,,,,
6,LA,1,5:09,Tied,1,15,-23,Pass,11,"""+1x3+"", shotgun offset L",,,,Boldin (R2),Catch,7,,,RS,S,,,Over,4,,,,,,,,,,,
6,LA,1,2:38,Tied,2,1,-38,Pass,6 OL,"""*2x2-"", couple R-, shotgun offset R",,,,Tate (L1),Inc.,0,,,RM,S,,,Over,4,,,,,,,,,,,
6,LA,2,10:25,Down 7,2,9,-26,Pass,11,"""+2x2+"", shotgun offset L",,,,Tate (L1),Catch,12,,Soft,LS,IS,,,Over,5,,,,,,,,,,,
6,LA,2,9:00,Down 7,2,12,-36,Pass,11,"""-2x2+"", shotgun offset R",WR in,,,M. Jones (L1),Catch,3,,Hard,WR Screen L,S,,,Over,4,,,,,,,,,,,
6,LA,2,8:20,Down 7,3,9,-39,Pass,10,"""*1x3+"", shotgun offset L",,,,"Zenner (L RB, 2)",Catch,15,,,LM,S,,,2 Eagle Even,4,,,,,,,,,,,
6,LA,2,7:34,Down 7,1,10,+46,Pass,6 OL,"""+1x2+"", I-form offset R",TE in,,,Tate (L1),Catch,8,,,WR Screen L,S,,,Over,4,,,,,,,,,,,
6,LA,2,6:04,Down 7,1,10,+32,Pass,11,"""+2x2+"", shotgun offset R",,,,Boldin (R1),Catch,6,,Soft,RS,S,,,Over,4,,,,,,,,,,,
6,LA,2,4:40,Down 7,1,10,+19,Pass,10,"""*1x3+"", shotgun offset L",,,,Boldin (R2),Catch,15,,,RM,IS,,,Over,4,,,,,,,,,,,
6,LA,2,3:58,Down 7,1,G-4,+4,Pass,11,"""+2x2-"", closed R, shotgun offset L",WR in,,,Boldin (R1),Catch,2,,,WR Screen M,S,,,Over,4,,,,,,,,,,,
6,LA,2,3:19,Down 7,2,G-2,+2,Pass,6 OL,"""-1x3+"", singleback",,,,M. Jones (L1),Inc.,0,,,LS,S,,,Over,4,,,,,,,,,,,
6,LA,2,3:12,Down 7,3,G-2,+2,Pass,11,"""-2x3-"", pistol",WR in,,,Boldin (R1),Inc.,0,,"Hard, roll",M,IS,,,Other Odd,4,,,,,,,,,,,
6,LA,2,3:12,Down 7,4,G-2,+2,Pass,10,"""*2x3+"", shotgun",WR in,,,Roberts (R3),"Catch, TD",2,,,RS,S,,,Under,3,,,,,,,,,,,
6,LA,3,10:57,Tied,3,12,-38,Pass,11,"""+3x1+"", shotgun offset R",RB bk,,,Tate (L1),Catch,61,,,LS,D,,,Other Odd,5,,,,,,,,,,,
6,LA,3,9:52,Tied,2,G4,+4,Pass,11,"""+2x2+"", shotgun offset R",,,,Boldin (L2),"Catch, TD",4,,Soft,LM,S,,,Over,4,,,,,,,,,,,
6,LA,3,5:59,Tied,2,13,-22,Pass,11,"""+2x2+"", shotgun offset L",,,,"Zenner (L RB, 3)",Catch,4,,,Swing L,S,,,2 Eagle Even,4,,,,,,,,,,,
6,LA,3,5:15,Tied,3,9,-26,Pass,10,"""-1x3+"", shotgun offset L",,,,M. Jones (L1),Inc.,0,,,RS,S,,,2 Eagle Even,4,,,,,,,,,,,
6,LA,4,14:05,Down 7,1,10,-16,Pass,11,"""-2x2-"", couple L- R-, shotgun offset R",,,,M. Jones (R- CI),Inc.,0,,,RS,S,,,Under,4,,,,,,,,,,,
6,LA,4,14:00,Down 7,2,10,-16,Pass,11,"""+2x2+"", shotgun offset R",,,,Tate (L1),Inc.,0,,,LM,S,,,Over,4,,,,,,,,,,,
6,LA,4,13:31,Down 7,3,5,-21,Pass,10,"""+2x2+"", shotgun offset L",,,,Roberts (L2),Catch,11,,,LM,S,,,Over,5,,,,,,,,,,,
6,LA,4,11:03,Down 7,3,1,-41,Pass,11,"""+2x2*"", shotgun offset R",,,,Tate (L2),Catch,13,,,LS,S,,,Over,5,,,,,,,,,,,
6,LA,4,10:22,Down 7,1,10,+46,Pass,20,"""+1x2+"", pistol 2 RB",,,,Forsett (RB 0),Inc.,0,,Hard,LS,S,,,Over,4,,,,,,,,,,,
6,LA,4,8:24,Down 7,2,7,+28,Pass,11,"""+2x2*"", shotgun offset R",,,,"Harbor (R LOS TE, 2)",Catch,3,,,RS,S,,,Over,4,,,,,,,,,,,
6,LA,4,6:09,Down 7,2,13,+23,Pass,11,"""+3x1*"", shotgun offset R",,,,Tate (L1),"Catch, TD",23,,,LM,S,,,Over,4,,,,,,,,,,,
6,LA,4,5:06,Tied,1,10,-39,Pass,11,"""+3x1*"", shotgun offset R",,,,Boldin (L2),Catch,7,,,LM,S,,,Over,4,,,,,,,,,,,
6,LA,4,3:46,Tied,3,1,-48,Pass,22,"""-1x2-"", closed L, I-form",TE ,,,Boldin (R1),Catch,11,,Hard,LM,S,,,GL,5,,,,,,,,,,,
6,LA,4,2:00,Tied,1,10,+26,Pass,11,"""+2x2*"", shotgun offset L",,,,,"Sack, Donald",-5,,,,,,,Over,5,,,,,,,,,,,
6,LA,4,1:54,Tied,2,15,+31,Pass,11,"""+1x3+"", shotgun offset L",RB bk,,,Tate (R1),Catch,2,,,WR Screen R,S,,,2 Eagle Even,5,,,,,,,,,,,
6,LA,4,1:47,Tied,3,13,+29,Pass,11,"""-3x1-"", closed R, bunch L-, shotgun offset L",,,,Tate (BO),Catch,12,,Soft,WR Screen L,S,,,2 Eagle Even,4,,,,,,,,,,,
7,WAS,1,15:00,Tied,1,10,-25,Pass,11,"""+2x2+"", shotgun offset R",,,,Boldin (R2),Inc.,0,,,M,S,,,Over,4,,,,,,,,,,,
7,WAS,1,14:18,Tied,3,2,-33,Pass,11,"""-2x2*"", shotgun offset R",WR in,,,Boldin (R1),Catch,1,,,RS,S,,,Other Even,4,,,,,,,,,,,
7,WAS,1,8:34,Tied,1,10,-20,Pass,12,"""+1x3+"", dual TE LOS, singleback",,,,Tate (R1),Catch,11,,Hard,RS,IS,,,Over,4,,,,,,,,,,,
7,WAS,1,7:07,Tied,2,1,-40,Pass,11,"""+2x2+"", pistol",TE in,,,Harbor (R2),Catch,9,,"Hard, roll",RM,S,,,Under,4,,,,,,,,,,,
7,WAS,1,5:38,Tied,2,9,50,Pass,01,"""+3x2+"", shotgun",,,,Tate (R1),"LOS PD, Foster",0,,,RM,S,,,Over,5,,,,,,,,,,,
7,WAS,1,5:33,Tied,3,9,50,Pass,10,"""+3x1+"", shotgun offset R",,,,Tate (L1),Catch,16,,,LS,IS,,,2 Eagle Even,4,,,,,,,,,,,
7,WAS,1,4:06,Tied,2,6,+30,Pass,11,"""+1x3+"", singleback",WR in,,,Zenner (RB 0),Inc.,0,,Hard,RB Screen R,S,,,Over,4,,,,,,,,,,,
7,WAS,1,4:01,Tied,3,6,+30,Pass,10,"""*1x3+"", shotgun offset L",,,,Tate (R2),Inc.,0,,,LM,S,,,Over,5,,,,,,,,,,,
7,WAS,2,15:00,Tied,2,6,-24,Pass,21,"""+1x2+"", pistol 2 RB",,,,Forsett (RB 0),Catch,8,,,Swing R,S,,,Under,5,,,,,,,,,,,
7,WAS,2,12:35,Tied,1,20,-40,Pass,11,"""+2x2+"", shotgun offset R",,,,Roberts (L2),Inc.,0,,Soft,RS,D,,,Over,4,,,,,,,,,,,
7,WAS,2,12:28,Tied,2,20,-40,Pass,01,"""+3x2+"", shotgun",,,,Tate (R1),Catch,27,,,WR Screen R,S,,,2 Eagle Even,5,,,,,,,,,,,
7,WAS,2,11:09,Tied,2,8,+31,Pass,11,"""*2x2+"", shotgun offset L",,,,"Forsett (L RB, 3)",Catch,7,,,LM,S,,,Over,4,,,,,,,,,,,
7,WAS,2,4:51,Up 3,1,10,-35,Pass,11,"""-3x1*"", shotgun offset R",,,,"Zenner (R RB, 2)",Inc.,0,,,RM,S,,,Under,5,,,,,,,,,,,
7,WAS,2,4:04,Up 3,3,8,-37,Pass,10,"""+2x2+"", shotgun offset L",,,,,"Sack, Kerrigan",-8,,,,,,,2 Eagle Even,4,,,,,,,,,,,
7,WAS,3,8:49,Tied,1,10,-34,Pass,6 OL,"""-3x1+"", dual TE LOS, singleback",WR in,,,M. Jones (R1),Catch,52,,Hard,RM,D,,,Over,4,,,,,,,,,,,
7,WAS,3,7:45,Tied,2,8,+12,Pass,11,"""+3x1*"", shotgun offset R",,,,M. Jones (R1),Catch,11,,,RS,IS,,,Over,4,,,,,,,,,,,
7,WAS,3,7:32,Tied,1,G-1,+1,Pass,12,"""+2x2*"", singleback",,,,M. Jones (R1),Inc.,0,,,RS,S,,,Under,5,,,,,,,,,,,
7,WAS,3,3:22,Up 7,1,10,-38,Pass,11,"""-1x3+"", singleback",TE orbit,,,Harbor (R3),Catch,7,,"Hard, roll",RM,S,,,Over,4,,,,,,,,,,,
7,WAS,3,2:25,Up 7,1,10,+46,Pass,11,"""+2x2-"", shotgun offset R",WR in,,,Tate (R2),Catch,22,,,M,S,,,Over,4,,,,,,,,,,,
7,WAS,3,1:52,Up 7,1,10,+24,Pass,11,"""-1x3+"", closed L, shotgun offset L",,,,Tate (R3),Catch,3,,,WR Screen R,S,,,Over,4,,,,,,,,,,,
7,WAS,3,0:28,Up 7,3,6,+20,Pass,01,"""+2x3+"", shotgun",,,,Boldin (R2),Catch,9,,,M,S,,,2 Eagle Even,4,,,,,,,,,,,
7,WAS,4,15:00,Up 7,1,10,+11,Pass,11,"""+1x3+"", shotgun offset L",WR in,,,,"Sack, Murphy",-4,,,,,,,Over,4,,,,,,,,,,,
7,WAS,4,14:09,Up 7,2,22,+23,Pass,01,"""+2x3+"", shotgun",,,,Tate (L1),Catch,14,,,WR Screen L,S,,,2 Eagle Even,4,,,,,,,,,,,
7,WAS,4,13:23,Up 7,3,8,+9,Pass,01,"""+2x3+"", shotgun",,,,Tate (L2),Inc.,0,,,LS,S,,,Over,3,,,,,,,,,,,
7,WAS,4,7:42,Up 3,2,7,-28,Pass,11,"""+2x2+"", shotgun offset L",,,,M. Jones (R1),Catch,8,,,RS,S,,,Over,5,,,,,,,,,,,
7,WAS,4,6:19,Up 3,2,8,-38,Pass,10,"""+3x1*"", shotgun offset R",WR orbit,,,,"Sack, P. Smith",-6,,,,,,,2 Eagle Even,4,,,,,,,,,,,
7,WAS,4,5:36,Up 3,3,14,-32,Pass,11,"""+3x1*"", shotgun offset R",,,,Tate (L1),Inc.,0,,,LS,D,,,2 Eagle Even,5,,,,,,,,,,,
7,WAS,4,1:05,Down 4,1,10,-25,Pass,10,"""+2x2+"", shotgun offset R",,,,M. Jones (L1),Catch,23,,,M,ID,,,2 Eagle Even,4,,,,,,,,,,,
7,WAS,4,0:38,Down 4,1,10,+38,Pass,10,"""+2x2+"", shotgun offset L",,,,Roberts (L2),Catch,20,,,M,IS,,,Other Odd,4,,,,,,,,,,,
7,WAS,4,0:31,Down 4,1,10,+18,Pass,10,"""+2x2+"", shotgun offset R",,,,Tate (L1),Inc.,0,,,LS,ID,,,2 Eagle Even,4,,,,,,,,,,,
7,WAS,4,0:26,Down 4,2,10,+18,Pass,10,"""+2x2+"", shotgun offset L",,,,Tate (R1),Inc.,0,,,RS,S,,,Other Even,5,,,,,,,,,,,
7,WAS,4,0:22,Down 4,3,10,+18,Pass,11,"""+3x1-"", closed R, shotgun offset R",,,,Boldin (L2),"Catch, TD",18,,,RM,IS,,,2 Eagle Even,3,,,,,,,,,,,
8,at HOU,1,14:49,Tied,1,10,-38,Pass,11,"""*2x2+"", shotgun offset R",,,,Tate (L1),Inc.,0,,,LS,IS,,,Over,4,,,,,,,,,,,
8,at HOU,1,14:02,Tied,3,3,-45,Pass,11,"""*2x2*"", shotgun offset L",WR orbit,,,M. Jones (R1),Catch,11,,,RS,IS,,,Double A Gap,3,,,,,,,,,,,
8,at HOU,1,13:28,Tied,1,10,+44,Pass,11,"""+3x1*"", shotgun offset R",RB bk,,,Boldin (L2),Catch,4,,,M,S,,,Over,4,,,,,,,,,,,
8,at HOU,1,12:49,Tied,2,6,+40,Pass,11,"""+2x2+"", shotgun offset L",WR in,,,Tate (R2),Catch,,"Off. Holding, Boldin, -10",,LM,S,,,Double A Gap,3,,,,,,,,,,,
8,at HOU,1,12:17,Tied,2,11,+45,Pass,11,"""+1x3+"", shotgun offset L",,,,"Riddick (L RB, 2)",Inc.,0,,,LM,S,,,Under,4,,,,,,,,,,,
8,at HOU,1,12:13,Tied,3,11,+45,Pass,11,"""+2x2+"", shotgun offset L",,,,"Riddick (L RB, 3)",Catch,7,,,M,S,,,Other Odd,4,,,,,,,,,,,
8,at HOU,1,11:25,Tied,4,4,+38,Pass,11,"""-2x2+"", shotgun offset L",WR in,,,Boldin (L1),Inc.,0,,,RS,ID,,,Other Odd,3,,,,,,,,,,,
8,at HOU,1,8:31,Tied,2,4,-12,Pass,11,"""+3x1*"", shotgun offset R",RB bk,,,Tate (L1),Catch,7,,,LM,S,,,Over,4,,,,,,,,,,,
8,at HOU,1,7:21,Tied,1,10,-35,Pass,11,"""*1x3+"", shotgun offset L",,,,Tate (R3),Catch,13,,,WR Screen R,S,,,2 Eagle Even,4,,,,,,,,,,,
8,at HOU,1,5:58,Tied,2,7,+49,Pass,6 OL,"""+1x3+"", shotgun offset R",,,,Ebron (R2),Catch,14,,Soft,LM,IS,,,Under,4,,,,,,,,,,,
8,at HOU,1,4:40,Tied,2,9,+34,Pass,11,"""+2x2+"", shotgun offset L",,,,Ebron (L2),Catch,3,,,LS,S,,,Double A Gap,6,,,,,,,,,,,
8,at HOU,1,3:59,Tied,3,6,+31,Pass,11,"""+2x2+"", shotgun offset R",,,,Boldin (R2),Inc.,0,,,M,S,,,Other Odd,3,,,,,,,,,,,
8,at HOU,2,12:46,Down 7,1,10,-14,Pass,11,"""-2x2+"", shotgun offset R",WR in,,,Tate (L1),Inc.,0,,,LM,S,,,Under,5,,,,,,,,,,,
8,at HOU,2,11:58,Down 7,3,8,-16,Pass,11,"""+3x1*"", shotgun offset R",RB bk,,,Ebron (L3),Inc.,0,,,LS,S,,,Other Odd,4,,,,,,,,,,,
8,at HOU,2,6:24,Down 14,1,10,-33,Pass,11,"""-2x2+"", shotgun offset L",TE in,,,Tate (R1),Catch,2,,Hard,WR Screen R,S,,,Over,4,,,,,,,,,,,
8,at HOU,2,5:34,Down 14,2,23,-20,Pass,11,"""+2x2+"", shotgun offset L",,,,Tate (R1),Catch,11,,Soft,RS,IS,,,Other Odd,4,,,,,,,,,,,
8,at HOU,2,4:59,Down 14,3,12,-31,Pass,10,"""-3x1*"", shotgun offset R",,,,"Riddick (R RB, 2)",Catch,4,,,RM,S,,,Other Odd,4,,,,,,,,,,,
8,at HOU,2,1:48,Down 14,1,10,-18,Pass,11,"""+1x3+"", shotgun offset L",,,,"Riddick (L RB, 2)",Inc.,0,,,LM,S,,,Other Odd,5,,,,,,,,,,,
8,at HOU,2,1:42,Down 14,2,10,-18,Pass,11,"""*1x3+"", shotgun offset L",,,,Ebron (R3),Inc.,0,,,RS,S,,,Other Odd,5,,,,,,,,,,,
8,at HOU,2,1:38,Down 14,3,10,-18,Pass,11,"""-1x3+"", shotgun offset L",,,,,"Sack, Clowney",-9,,,,,,,Other Odd,4,,,,,,,,,,,
8,at HOU,2,0:32,Down 14,1,10,-19,Pass,11,"""*1x3+"", shotgun offset L",,,,"Riddick (L RB, 2)",Catch,5,,,LS,S,,,Other Odd,4,,,,,,,,,,,
8,at HOU,2,0:26,Down 14,2,5,-24,Pass,11,"""+2x2+"", shotgun offset R",,,,Ebron (L2),Catch,34,,,LS,D,,,Other Odd,3,,,,,,,,,,,
8,at HOU,2,0:18,Down 14,1,10,+42,Pass,11,"""+2x2+"", shotgun offset R",,,,Ebron (L2),Catch,8,,,LS,S,,,Other Odd,5,,,,,,,,,,,
8,at HOU,2,0:13,Down 14,2,2,+34,Pass,11,"""*1x3+"", shotgun offset L",,,,"Ebron (R LOS TE, 3)",Catch,5,,,RS,S,,,Other Odd,3,,,,,,,,,,,
8,at HOU,3,10:38,Down 11,3,5,-28,Pass,11,"""*1x3+"", shotgun offset L",,,,M. Jones (L1),Inc.,0,,,LS,IS,,,Over,5,,,,,,,,,,,
8,at HOU,3,5:43,Down 14,1,10,-25,Pass,11,"""+3x1+"", shotgun offset R",,,,M. Jones (R1),Inc.,0,,,RS,ID,,,2 Eagle Odd,5,,,,,,,,,,,
8,at HOU,3,5:38,Down 14,2,10,-25,Pass,11,"""+3x1+"", shotgun offset R",,,,"Riddick (R RB, 2)",Catch,19,,,RM,S,,,Under,5,,,,,,,,,,,
8,at HOU,3,4:18,Down 14,2,8,-46,Pass,11,"""-2x2*"", shotgun offset R",WR in,,,"Riddick (R RB, 3)",Catch,9,,,Swing R,S,,,Double A Gap,5,,,,,,,,,,,
8,at HOU,3,3:09,Down 14,2,9,+44,Pass,11,"""+2x2+"", shotgun offset L",,,,"Zenner (L RB, 3)",Catch,5,,,Swing L,S,,,Double A Gap,5,,,,,,,,,,,
8,at HOU,3,2:29,Down 14,3,4,+39,Pass,11,"""*1x3-"", shotgun offset L",WR in,,,M. Jones (L1),Catch,11,,,LM,S,,,Other Odd,3,,,,,,,,,,,
8,at HOU,3,1:50,Down 14,1,10,+28,Pass,11,"""+1x4+"", shotgun",,,,M. Jones (L1),Inc.,0,,,LS,D,,,Over,4,,,,,,,,,,,
