Series,Play,Quarter,Time,Score_Margin,Down,Distance,POS,Play_Type,Personnel,Formation,Motion,Runner,Lead_Block,Target,Catch,Gain,Penalty,Play_Action,Pass_Area,Pass_Depth,Run_Area,Def_Package,Def_Front,Pass_Rushers,Team,Home/Road,Opponent,Goal_Line,LOS_to_Goal,Net_Gain,Minute,Second,Num_RB,Num_TE,Num_WR,6_OL,Left_Split,Right_Split,Shotgun,Shotgun_Offset,I-Form,I-Form_Offset,Motion_Bool,Motion_Pos,Motion_Dir,Target_Pos,Target_Align,Pass_Dir,TD,Explosive_Pass,Explosive_Pass_Yd,Explosive_Run,Explosive_Run_Yd,Explosive_Play,Successful_Pass,Successful_Run,Successful_Play,Sack_TFL,Sack_TFL_Yards,Penalty_Team,Penalty_Type,Penalty_Yards
8,72,4,10:19,10,1,10.0,33,Run,10,"""+3x1+"", shotgun offset L",,Ripkowski,,N/A,N/A,2.0,"Def. face mask, C. Washington, +15",,,,IR,,Over,,GB,Home,CHI,0,33,12.0,10,19,1.0,,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,Defense,Def. face mask,15.0
8,73,4,9:22,10,1,15.0,21,Pass,01,"""+3x1+"", shotgun offset L",,N/A,,Adams (R1),Inc.,,"Illegal contact, Bausby, +5",,RS,D,,,Over,4,GB,Home,CHI,0,21,5.0,9,22,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,Defense,Illegal contact,5.0
8,74,4,9:17,10,1,10.0,16,Run,01,"""+2x1*"", pistol 2 RB",TE bk,Montgomery,HB,N/A,N/A,1.0,,,,,IL,,Other Even,,GB,Home,CHI,0,16,1.0,9,17,,1.0,,0.0,Wide,Normal,0.0,,0.0,,1.0,TE,bk,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
8,75,4,8:32,10,2,9.0,15,Run,02,"""-2x2+"", closed L, dual TE LOS, singleback",,Montgomery,,N/A,N/A,3.0,,,,,IL,,2 Eagle Even,,GB,Home,CHI,0,15,3.0,8,32,1.0,2.0,2.0,0.0,Narrow,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
8,76,4,7:49,10,3,6.0,12,Run,00,"""+2x3+"", shotgun",WR in,A. Rodgers,,N/A,N/A,8.0,,,,,SCR,,Other Even,4,GB,Home,CHI,0,12,8.0,7,49,,,,0.0,Wide,Wide,1.0,,0.0,,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,,,0.0
8,77,4,7:13,10,1,4.0,4,Pass,00,"""+3x2+"", shotgun",,N/A,,Adams (R1),Inc.,,"Def. holding, Bausby, +2",,RS,IS,,,Over,4,GB,Home,CHI,0,4,2.0,7,13,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,Defense,Def. holding,2.0
8,78,4,7:05,10,1,2.0,2,Run,10,"""-2x1+"", I-form offset L",,Cobb,HB,N/A,N/A,0.0,,,,,IL,,Other Even,,GB,Home,CHI,0,2,0.0,7,05,1.0,,,0.0,Narrow,Wide,0.0,,1.0,Left,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
8,79,4,6:21,10,2,2.0,2,Pass,01,"""+2x2-"", shotgun offset R",,N/A,,"Montgomery (R RB, 3)",Catch,0.0,,,Swing R,S,,,Over,4,GB,Home,CHI,0,2,0.0,6,21,,1.0,,0.0,Wide,Narrow,1.0,Right,0.0,,0.0,,,RB,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
8,80,4,5:39,10,3,2.0,2,Pass,00,"""+3x2+"", shotgun",WR in,N/A,,Cobb (R2),"Catch, TD",2.0,,,RS,S,,,Under,4,GB,Home,CHI,0,2,2.0,5,39,,,,0.0,Wide,Wide,1.0,,0.0,,1.0,WR,in,WR,2,Right,1.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
9,81,4,4:27,16,1,10.0,38,Run,6 OL,"""+2x2+"", singleback",WR in,K. Davis,,N/A,N/A,0.0,,,,,IR,,Over,,GB,Home,CHI,0,38,-5.0,4,27,,,,1.0,Wide,Wide,0.0,,0.0,,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,0.0,,,0.0
9,82,4,3:42,16,2,15.0,43,Pass,10,"""*3x1+"", shotgun offset R",WR in,N/A,,Cobb (L1),Catch,25.0,,,M,IS,,,Under,4,GB,Home,CHI,0,43,25.0,3,42,1.0,,,0.0,Normal,Wide,1.0,Right,0.0,,1.0,WR,in,WR,1,Left,0.0,1.0,25.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0
9,83,4,3:33,16,1,10.0,18,Run,20,"""+1x2+"", I-form offset R",,Ripkowski,,N/A,N/A,2.0,,,,,M,,Under,,GB,Home,CHI,0,18,2.0,3,33,2.0,,,0.0,Wide,Wide,0.0,,1.0,Right,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
9,84,4,2:45,16,2,8.0,16,Run,20,"""+1x2+"", I-form offset L",,K. Davis,HB,N/A,N/A,1.0,,,,,IL,,Under,,GB,Home,CHI,0,16,1.0,2,45,2.0,,,0.0,Wide,Wide,0.0,,1.0,Left,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
9,85,4,2:00,16,3,7.0,15,Pass,00,"""+1x3+"", shotgun offset R",,N/A,,"Montgomery (R RB, 4)",Catch,,"Ineligible downfield, Lang, -5",,RB Screen L,S,,,Over,4,GB,Home,CHI,0,15,-5.0,2,00,,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,4,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,Defense,Ineligible downfield,5.0
9,86,4,1:51,16,3,12.0,20,Pass,00,"""+1x3+"", shotgun offset R",,N/A,,"Montgomery (R RB, 4)",Catch,7.0,,,M,S,,,Over,4,GB,Home,CHI,0,20,7.0,1,51,,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,4,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
