Week,Opponent,Quarter,Time,Score_Margin,Down,Distance,POS,Play_Type,Personnel,Formation,Motion,Runner,Lead_Block,Target,Catch,Gain,Penalty,Play_Action,Pass_Area,Pass_Depth,Run_Area,Def_Package,Def_Front,Pass_Rushers,Goal_Line,LOS_to_Goal,Red_Zone,Net_Gain,Minute,Second,Num_RB,Num_TE,Num_WR,6_OL,Left_Split,Right_Split,Shotgun,Shotgun_Offset,I-Form,I-Form_Offset,Singleback,Motion_Bool,Motion_Pos,Motion_Dir,Target_Pos,Target_Align,Pass_Dir,TD,Explosive_Pass,Explosive_Pass_Yd,Explosive_Run,Explosive_Run_Yd,Explosive_Play,Penalty_Team,Penalty_Type,Penalty_Yards,Successful_Pass,Successful_Run,Successful_Play,Field_Goal,Field_Goal_Dist,Sack_TFL,Sack_TFL_Yards,Home/Road
6,ATL,1,13:45,0,1.0,10.0,-35,Pass,11,"""-1x3+"", shotgun offset R",RB bk,N/A,,Kearse (R1),Catch,16.0,,"Hard, roll",RS,S,,,Under,4,0,65,0.0,16.0,13,45,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Right,0.0,,,1.0,RB,bk,WR,1,Right,0.0,1.0,16.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
6,ATL,1,12:11,0,3.0,2.0,41,Run,11,"""-1x3*"", closed L, bunch R-, shotgun offset L",,Michael,,N/A,N/A,-4.0,,,,,M,,Under,,0,41,0.0,-4.0,12,11,1.0,1.0,3.0,0.0,Narrow,Normal,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-4.0,Road
6,ATL,1,7:39,0,1.0,10.0,-14,Pass,11,"""+3x1+"", shotgun offset R",,N/A,,"Michael (R RB, 2)",Catch,2.0,,,RB Screen R,S,,,Other Odd,4,0,86,0.0,2.0,7,39,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
6,ATL,1,6:08,0,1.0,10.0,-24,Run,11,"""-1x3+"", closed L, singleback",,Michael,,N/A,N/A,21.0,,,,,IR,,Over,,0,76,0.0,21.0,6,08,1.0,1.0,3.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,1.0,21.0,1.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
6,ATL,1,2:07,0,1.0,9.0,9,Run,11,"""-1x3+"", closed L, singleback",,Michael,,N/A,N/A,9.0,,,,,IR,,Over,,1,9,1.0,9.0,2,07,1.0,1.0,3.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
6,ATL,2,14:16,7,2.0,8.0,-21,Run,11,"""+3x1-"", closed R, shotgun offset L",,Michael,,N/A,N/A,1.0,,,,,M,,Over,,0,79,0.0,1.0,14,16,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
6,ATL,2,13:32,7,3.0,8.0,-21,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,"Graham (L LOS TE, 1)",Inc.,0.0,,,LM,S,,,Other Odd,5,0,79,0.0,0.0,13,32,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
6,ATL,2,7:53,4,1.0,10.0,-41,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,"Michael (R RB, 2)",Catch,8.0,,,Swing R,S,,,Over,5,0,59,0.0,8.0,7,53,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
6,ATL,2,5:20,4,1.0,10.0,26,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,"Spiller (R RB, 2)",Catch,24.0,,,M,IS,,,Over,4,0,26,0.0,24.0,5,20,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,RB,2,Right,0.0,1.0,24.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
6,ATL,2,1:58,11,1.0,10.0,45,Pass,11,"""+3x1-"" closed R, shotgun offset R",,N/A,,"Graham (R LOS TE, 1)",Catch,25.0,,,RM,IS,,,Over,4,0,45,0.0,25.0,1,58,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,TE,1,Right,0.0,1.0,25.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
6,ATL,2,1:29,11,1.0,10.0,20,Run,11,"""+3x1-"", closed R, shotgun offset R",,Spiller,,N/A,N/A,-3.0,,,,,IL,,Over,,0,20,1.0,-3.0,1,29,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-3.0,Road
6,ATL,3,6:05,0,1.0,10.0,-20,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,"Spiller (L RB, 2)",Catch,8.0,,,LS,S,,,Over,4,0,80,0.0,8.0,6,05,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,RB,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
6,ATL,3,5:28,0,2.0,3.0,-27,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,Baldwin (R3),"LOS PD, Beasley",0.0,,,RM,S,,,Over,4,0,73,0.0,0.0,5,28,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
6,ATL,3,5:23,0,3.0,2.0,-28,Pass,11,"""-1x3+"", shotgun offset L",,N/A,,Baldwin (R3),Catch,3.0,"Def. face mask, Trufant, +15",,RM,S,,,2 Eagle Even,4,0,72,0.0,18.0,5,23,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,Defense,Def. face mask,15.0,,,,0.0,,0.0,,Road
6,ATL,3,0:52,-7,1.0,10.0,-26,Run,11,"""+3x1-"", closed R, shotgun offset R",,R. Wilson,,N/A,N/A,2.0,,,,,SCR,,Over,4,0,74,0.0,2.0,0,52,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
6,ATL,4,13:27,-7,1.0,10.0,38,Pass,12,"""-1x3+"", closed L, singleback",TE in,N/A,,"L. Wilson (R LOS TE, 3)",Catch,9.0,,Hard,LM,S,,,Over,4,0,38,0.0,9.0,13,27,1.0,2.0,2.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,1.0,TE,in,TE,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
6,ATL,4,12:17,-7,1.0,10.0,10,Run,11,"""-1x3*"", closed L, bunch R-, singleback",,Michael,,N/A,N/A,0.0,,,,,IR,,Over,,1,10,1.0,0.0,12,17,1.0,1.0,3.0,0.0,Narrow,Normal,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
6,ATL,4,11:37,-7,2.0,10.0,10,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,"Spiller (L RB, 2)",Inc.,0.0,,,LM,S,,,Over,4,1,10,1.0,0.0,11,37,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,RB,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
6,ATL,4,11:34,-7,3.0,10.0,10,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,Kearse (R3),Inc.,0.0,,,M,ID,,,Other Even,4,1,10,1.0,0.0,11,34,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
6,ATL,4,6:27,-7,1.0,10.0,37,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,Baldwin (L2),Catch,11.0,,,RM,S,,,Over,4,0,37,0.0,11.0,6,27,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
6,ATL,4,6:04,-7,1.0,10.0,26,Run,11,"""+3x1-"", closed R, shotgun offset R",,R. Wilson,,N/A,N/A,6.0,,,,,SCR,,Over,4,0,26,0.0,6.0,6,04,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
6,ATL,4,3:48,-1,1.0,10.0,50,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,"Graham (L LOS TE, 1)",Inc.,0.0,,,LM,S,,,Other Even,4,0,50,0.0,0.0,3,48,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,1,11:17,0,2.0,10.0,-17,Pass,11,"""-3x1-"", closed R, bunch L-, shotgun offset R",,N/A,,Baldwin (BP),Catch,9.0,,,LM,S,,,Over,4,0,83,0.0,9.0,11,17,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,WR,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
7,ARZ,1,10:40,0,3.0,1.0,-26,Run,11,"""-1x3*"", closed L, bunch R-, pistol",,R. Wilson,,N/A,N/A,-2.0,,,,,M,,Over,,0,74,0.0,-2.0,10,40,1.0,1.0,3.0,0.0,Narrow,Normal,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-2.0,Road
7,ARZ,1,8:56,0,1.0,10.0,-40,Pass,11,"""-1x3+"", closed L, shotgun offset R",,N/A,,Baldwin (R3),Inc.,0.0,,,LM,S,,,Over,4,0,60,0.0,0.0,8,56,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Right,0.0,,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,1,8:50,0,2.0,10.0,-40,Pass,11,"""-1x3+"", closed L, shotgun offset R",,N/A,,"Michael (R RB, 4)",Catch,6.0,,,Swing R,S,,,Over,4,0,60,0.0,6.0,8,50,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Right,0.0,,,0.0,,,RB,4,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
7,ARZ,1,8:10,0,3.0,4.0,-46,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,"Vannett (R LOS TE, 1)",Inc.,0.0,,,RM,S,,,Other Odd,4,0,54,0.0,0.0,8,10,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,1,1:33,0,2.0,10.0,-1,Pass,12,"""-1x3-"", shotgun offset R",TE in,N/A,,"Graham (R LOS TE, 3)",Catch,4.0,,,RS,S,,,2 Eagle Odd,5,0,99,0.0,4.0,1,33,1.0,2.0,2.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,1.0,TE,in,TE,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,1,0:48,0,3.0,6.0,-5,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,"Prosise (R RB, 2)",Inc.,0.0,,,RS,IS,,,Other Even,5,0,95,0.0,0.0,0,48,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,2,13:20,0,1.0,10.0,-31,Run,11,"""+3x1-"", closed R, shotgun offset L",,N/A,,"Michael (L RB, 4)",Catch,3.0,,,,,M,,Over,,0,69,0.0,3.0,13,20,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Left,0.0,,,0.0,,,RB,4,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,2,3:06,-3,1.0,10.0,-17,Run,11,"""+3x1-"", closed R, shotgun offset R",,Michael,,N/A,N/A,6.0,,,,,IL,,Over,,0,83,0.0,6.0,3,06,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
7,ARZ,2,2:39,-3,2.0,4.0,-23,Run,11,"""-1x3+"", closed L, shotgun offset L",,Michael,,N/A,N/A,6.0,,,,,M,,Over,,0,77,0.0,6.0,2,39,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
7,ARZ,2,2:00,-3,2.0,10.0,-29,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,Baldwin (R3),Catch,5.0,,,RM,S,,,Over,4,0,71,0.0,5.0,2,00,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,2,1:45,-3,3.0,15.0,-24,Pass,11,"""-3x1-"", closed R, bunch L-, shotgun offset R",,N/A,,"Graham (R LOS TE, 1)",Inc.,0.0,,,LM,S,,,Other Odd,4,0,76,0.0,0.0,1,45,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,3,14:54,-3,1.0,10.0,-28,Run,11,"""+3x1-"", closed R, shotgun offset L",,Michael,,N/A,N/A,4.0,,,,,M,,Over,,0,72,0.0,4.0,14,54,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,3,3:57,-3,2.0,7.0,-21,Run,11,"""-1x3+"", closed L, pistol",,Michael,,N/A,N/A,4.0,,,,,IL,,Over,,0,79,0.0,4.0,3,57,1.0,1.0,3.0,0.0,Narrow,Wide,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,4,11:51,-3,1.0,10.0,-21,Pass,12,"""-1x3-"", closed L, singleback",TE in,N/A,,Michael (RB 0),Inc.,,"Off. Holding, Sowell, -10",Hard,LS,S,,,Over,4,0,79,0.0,,11,51,1.0,2.0,2.0,0.0,Narrow,Narrow,0.0,,0.0,,1.0,1.0,TE,in,RB,0,Right,0.0,0.0,,0.0,,0.0,Offense,Off. Holding,-10.0,,,0.0,0.0,,0.0,,Road
7,ARZ,4,11:43,-3,1.0,20.0,-11,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,Baldwin (L3),Inc.,0.0,,,RS,ID,,,Over,5,0,89,0.0,0.0,11,43,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,WR,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,4,7:52,-3,3.0,29.0,-1,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,Baldwin (L3),Catch,13.0,,,M,IS,,,Other Odd,4,0,99,0.0,13.0,7,52,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,WR,3,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,4,4:22,-3,1.0,20.0,32,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,Kearse (R1),Inc.,0.0,,,RS,ID,,,Over,4,0,32,0.0,0.0,4,22,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,4,4:16,-3,2.0,20.0,32,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,Baldwin (R3),Inc.,0.0,,,M,IS,,,Over,4,0,32,0.0,0.0,4,16,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,49.0,0.0,,Road
7,ARZ,4,0:55,0,1.0,10.0,-48,Pass,11,"""+3x1-"", closed R, shotgun offset L",,N/A,,Throwaway,Inc.,,"Off. Holding, Gilliam, -10",,,,,,Over,4,0,52,0.0,,0,55,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,Offense,Off. Holding,-10.0,,,0.0,0.0,,0.0,,Road
7,ARZ,4,0:41,0,1.0,30.0,-28,Run,11,"""+3x1-"", shotgun offset L",,Prosise,,N/A,N/A,,,,,,M,,Other Odd,4,0,72,0.0,,0,41,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Left,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,5,11:23,-3,1.0,10.0,-25,Run,12,"""+3x1-"", closed R, singleback",TE in,Michael,TE,N/A,N/A,,,,,,IR,,Over,,0,75,0.0,,11,23,1.0,2.0,2.0,0.0,Wide,Narrow,0.0,,0.0,,1.0,1.0,TE,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,5,10:46,-3,1.0,10.0,-35,Pass,11,"""+3x1-"", closed R, shotgun offset R",WR in,N/A,,"Graham (R LOS TE, 1)",Catch,13.0,,"Hard, roll",RS,IS,,,Over,4,0,65,0.0,13.0,10,46,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,1.0,WR,in,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
7,ARZ,5,10:03,-3,1.0,10.0,-48,Pass,11,"""+3x1-"", closed R, shotgun offset R",,N/A,,"Graham (R LOS TE, 1)",Catch,8.0,,,M,S,,,Over,4,0,52,0.0,8.0,10,03,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,TE,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
7,ARZ,5,9:30,-3,2.0,2.0,44,Run,11,"""+3x1-"", closed R, shotgun offset R",,Michael,,N/A,N/A,6.0,,,,,IL,,Over,,0,44,0.0,6.0,9,30,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
7,ARZ,5,8:52,-3,1.0,10.0,38,Pass,11,"""-1x3+"", shotgun offset L",,N/A,,Graham (L1),Catch,14.0,,,M,S,,,Under,4,0,38,0.0,14.0,8,52,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
7,ARZ,5,8:14,-3,1.0,10.0,24,Run,11,"""+3x1-"", closed R, shotgun offset R",,Michael,,N/A,N/A,1.0,,,,,IL,,Under,,0,24,0.0,1.0,8,14,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,5,7:34,-3,2.0,9.0,23,Pass,11,"""-1x3-"", closed L, shotgun offset L",,N/A,,Lockett (R1),Catch,5.0,,,RM,S,,,Over,4,0,23,0.0,5.0,7,34,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,5,6:52,-3,3.0,4.0,18,Pass,11,"""+3x1*"", shotgun offset R",,N/A,,Graham (R1),Inc.,0.0,,,RS,D,,,Under,4,0,18,1.0,0.0,6,52,1.0,1.0,3.0,0.0,Wide,Normal,1.0,Right,0.0,,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,35.0,0.0,,Road
7,ARZ,5,3:19,0,1.0,10.0,-20,Run,12,"""+3x1-"", closed R, shotgun offset R",,Michael,,N/A,N/A,0.0,,,,,M,,2 Eagle Odd,,0,80,0.0,0.0,3,19,1.0,2.0,2.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
7,ARZ,5,1:53,0,1.0,10.0,43,Run,12,"""-1x3+"", closed L, singleback",TE in,Michael,TE,N/A,N/A,5.0,,,,,IL,,Over,,0,43,0.0,5.0,1,53,1.0,2.0,2.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,1.0,TE,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,,Road
7,ARZ,5,0:54,0,1.0,9.0,9,Run,11,"""+3x1-"", closed R, shotgun offset R",,Michael,,N/A,N/A,-1.0,,,,,M,,Over,,1,9,1.0,-1.0,0,54,1.0,1.0,3.0,0.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-1.0,Road
8,NOR,2,11:33,4,1.0,10.0,-25,Pass,11,"""-3x1-"", closed R, bunch L-, shotgun offset R",,N/A,,Lockett (BI),7,7.0,,Hard,RM,S,,,Under,4,0,75,0.0,7.0,11,33,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,WR,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
8,NOR,3,10:32,1,1.0,10.0,30,Pass,11,"""-3x1-"", closed R, bunch L-, shotgun offset R",,N/A,,"Michael (R RB, 2)",Inc.,0.0,,,RM,S,,,Over,4,0,30,0.0,0.0,10,32,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
8,NOR,4,12:24,-5,1.0,10.0,-25,Pass,11,"""-1x3-"", closed L, bunch R-, shotgun offset L",,N/A,,Lockett (BI),Catch,8.0,,"Hard, roll",LS,S,,,Other Even,4,0,75,0.0,8.0,12,24,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,,0.0,,,WR,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
8,NOR,4,7:24,-5,2.0,10.0,10,Pass,11,"""-1x3-"", closed L, shotgun offset L",,N/A,,"Graham (L LOS TE, 1)",Inc.,0.0,,,LM,IS,,,Over,4,1,10,1.0,0.0,7,24,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,,0.0,,,TE,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
8,NOR,4,7:20,-5,3.0,10.0,10,Pass,11,"""-1x3+"", closed L, shotgun offset L",,N/A,,Lockett (R3),Catch,7.0,,,RS,S,,,Over,4,1,10,1.0,7.0,7,20,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Road
8,NOR,4,0:33,-5,3.0,6.0,45,Pass,11,"""-3x1-"", bunch L-, shotgun offset R",,N/A,,Baldwin (BI),Catch,27.0,,,LM,S,,,Other Odd,2,0,45,0.0,27.0,0,33,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,WR,,,0.0,1.0,27.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
9,BUF,1,14:30,0,2.0,1.0,-34,Run,12,"""-1x3*"", closed L, singleback",WR in,Michael,,N/A,N/A,-2.0,,,,,IR,,Over,,0,66,0.0,-2.0,14,30,1.0,2.0,2.0,0.0,Narrow,Normal,0.0,,0.0,,1.0,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-2.0,Home
9,BUF,2,8:02,-3,3.0,8.0,-46,Pass,11,"""-3x1-"", bunch L-, shotgun offset R",,N/A,,N/A,"Sack, Hughes",-10.0,,,,,,,Over,5,0,54,0.0,-10.0,8,02,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Right,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-10.0,Home
9,BUF,4,3:04,6,2.0,11.0,-17,Run,11,"""-1x3+"", closed L, singleback",WR in,Prosise,,N/A,N/A,3.0,,,,,IR,,2 Eagle Odd,,0,83,0.0,3.0,3,04,1.0,1.0,3.0,0.0,Narrow,Wide,0.0,,0.0,,1.0,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,Home
10,NE,1,7:23,-7,3.0,4.0,8,Pass,11,"""-1x3-"", closed L, shotgun offset L",WR in,N/A,,Kearse (R1),Inc.,0.0,,,RM,S,,,Other Even,5,0,8,1.0,0.0,7,23,1.0,1.0,3.0,0.0,Narrow,Narrow,1.0,Left,0.0,,,1.0,WR,in,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,25.0,0.0,,Road
10,NE,1,4:34,-4,1.0,10.0,50,Pass,12,"""+3x1+"", shotgun offset R",,N/A,,"Michael (R RB, 2)",Catch,4.0,,,Swing R,S,,,2 Eagle Even,4,0,50,0.0,4.0,4,34,1.0,2.0,2.0,0.0,Wide,Wide,1.0,Right,0.0,,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,67.0,0.0,,Road
10,NE,1,0:02,-1,1.0,10.0,-35,Pass,12,"""-1x3-"", closed L, singleback",TE in,N/A,,"Graham (R LOS TE, 3)",Catch,11.0,,Hard,RS,IS,,,2 Eagle Even,4,0,65,0.0,11.0,0,02,1.0,2.0,2.0,0.0,Narrow,Narrow,0.0,,0.0,,1.0,1.0,TE,in,TE,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,,Road
