Series,Play,Quarter,Time,Score_Margin,Down,Distance,POS,Play_Type,Personnel,Formation,Motion,Runner,Lead_Block,Target,Catch,Gain,Penalty,Play_Action,Pass_Area,Pass_Depth,Run_Area,Def_Package,Def_Front,Pass_Rushers,Team,Home/Road,Opponent,Goal_Line,LOS_to_Goal,Red_Zone,Net_Gain,Minute,Second,Num_RB,Num_TE,Num_WR,6_OL,Left_Split,Right_Split,Shotgun,Shotgun_Offset,I-Form,I-Form_Offset,Motion_Bool,Motion_Pos,Motion_Dir,Target_Pos,Target_Align,Pass_Dir,TD,Explosive_Pass,Explosive_Pass_Yd,Explosive_Run,Explosive_Run_Yd,Explosive_Play,Penalty_Team,Penalty_Type,Penalty_Yards,Successful_Pass,Successful_Run,Successful_Play,Sack_TFL,Sack_TFL_Yards
7,58,3,4:35,3,1,10.0,-12,Run,01,"""+3x1+"", shotgun offset L",,Montgomery,,,,3.0,,,,,IR,,Under,,GB,Home,CHI,0,88,0.0,3.0,4,35,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
7,59,3,4:03,3,2,7.0,-15,Pass,01,"""+2x2+"", shotgun offset R",TE in,,,Adams (R1),Catch,7.0,,,RS,S,,,Under,4.0,GB,Home,CHI,0,85,0.0,7.0,4,3,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,1.0,TE,in,WR,1.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
7,60,3,3:25,3,1,10.0,-22,Pass,01,"""+3x1+"", shotgun offset L",,,,Adams (R1),Catch,15.0,,,RS,S,,,Under,4.0,GB,Home,CHI,0,78,0.0,15.0,3,25,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
7,61,3,2:52,3,1,10.0,-37,Run,01,"""+2x2+"", shotgun offset R",,Montgomery,,,,11.0,,,,,M,,Over,,GB,Home,CHI,0,63,0.0,11.0,2,52,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,
7,62,3,2:12,3,1,10.0,-48,Pass,01,"""+2x2+"", shotgun offset R",,,,Adams (R1),Catch,24.0,,Hard,RS,IS,,,Over,4.0,GB,Home,CHI,0,52,0.0,24.0,2,12,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1.0,Right,0.0,1.0,24.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,
7,63,3,1:25,3,1,10.0,28,Pass,01,"""+3x1+"", shotgun offset R",,,,R. Rodgers (L3),Catch,7.0,,,LM,S,,,Over,4.0,GB,Home,CHI,0,28,0.0,7.0,1,25,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,3.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
7,64,3,0:40,3,2,3.0,21,Pass,01,"""+2x2+"", shotgun offset L",,,,"Montgomery (L RB, 3)",Catch,7.0,,,LM,S,,,Over,4.0,GB,Home,CHI,0,21,0.0,17.0,0,40,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,RB,3.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
7,65,4,15:00,3,1,4.0,4,Pass,01,"""+2x3+"", shotgun",TE in,,,Adams (L1),"Catch, TD",4.0,,,LM,S,,,Over,4.0,GB,Home,CHI,0,4,1.0,4.0,15,0,,1.0,,0.0,Wide,Wide,1.0,,0.0,,1.0,TE,in,WR,1.0,Left,1.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
8,66,4,14:08,10,1,10.0,-26,Pass,11,"""+1x2+"", I-form",TE in,,,Cobb (RB 0),Catch,0.0,,Hard,LS,S,,,Over,4.0,GB,Home,CHI,0,74,0.0,0.0,14,8,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,1.0,,1.0,TE,in,RB,0.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
8,67,4,13:19,10,2,10.0,-26,Pass,11,"""-2x3+"", shotgun",RB out,,,Ripkowski (L2),Catch,8.0,,,LS,S,,,Over,4.0,GB,Home,CHI,0,74,0.0,8.0,13,19,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,,0.0,,1.0,RB,out,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
8,68,4,12:34,10,3,2.0,-34,Run,10,"""+1x2-"", I-form offset R",,Cobb,HB,,,3.0,,,,,IR,,Over,,GB,Home,CHI,0,66,0.0,3.0,12,34,1.0,,,0.0,Wide,Narrow,0.0,,1.0,Right,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,
8,69,4,11:50,10,1,10.0,-37,Pass,11,"""+3x2+"", shotgun",,,,Cobb (R2),"LOS PD, Young",0.0,,,RS,S,,,Over,4.0,GB,Home,CHI,0,63,0.0,0.0,11,50,1.0,1.0,3.0,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
8,70,4,11:47,10,2,10.0,-37,Run,10,"""-2x1+"", I-form offset R",,Cobb,HB,,,14.0,,,,,IL,,Under,,GB,Home,CHI,0,63,0.0,14.0,11,47,1.0,,,0.0,Narrow,Wide,0.0,,1.0,Right,0.0,,,,,,0.0,0.0,,1.0,14.0,1.0,,,0.0,,1.0,1.0,0.0,
8,71,4,11:08,10,1,10.0,49,Pass,10,"""+1x3+"", shotgun offset R",,,,Adams (R1),Catch,16.0,,,RS,S,,,Over,4.0,GB,Home,CHI,0,49,0.0,16.0,11,8,1.0,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1.0,Right,0.0,1.0,16.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,
8,72,4,10:19,10,1,10.0,33,Run,10,"""+3x1+"", shotgun offset L",,Ripkowski,,,,2.0,"Def. face mask, C. Washington, +15",,,,IR,,Over,,GB,Home,CHI,0,33,0.0,12.0,10,19,1.0,,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,Defense,Def. face mask,15.0,,,,0.0,
8,73,4,9:22,10,1,15.0,21,Pass,01,"""+3x1+"", shotgun offset L",,,,Adams (R1),Inc.,,"Illegal contact, Bausby, +5",,RS,D,,,Over,4.0,GB,Home,CHI,0,21,0.0,5.0,9,22,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,Defense,Illegal contact,5.0,,,,0.0,
8,74,4,9:17,10,1,10.0,16,Run,01,"""+2x1*"", pistol 2 RB",TE bk,Montgomery,HB,,,1.0,,,,,IL,,Other Even,,GB,Home,CHI,0,16,1.0,1.0,9,17,,1.0,,0.0,Wide,Normal,0.0,,0.0,,1.0,TE,bk,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
8,75,4,8:32,10,2,9.0,15,Run,02,"""-2x2+"", closed L, dual TE LOS, singleback",,Montgomery,,,,3.0,,,,,IL,,2 Eagle Even,,GB,Home,CHI,0,15,1.0,3.0,8,32,1.0,2.0,2.0,0.0,Narrow,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
8,76,4,7:49,10,3,6.0,12,Run,00,"""+2x3+"", shotgun",WR in,A. Rodgers,,,,8.0,,,,,SCR,,Other Even,4.0,GB,Home,CHI,0,12,1.0,8.0,7,49,,,,0.0,Wide,Wide,1.0,,0.0,,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,
8,77,4,7:13,10,1,4.0,4,Pass,00,"""+3x2+"", shotgun",,,,Adams (R1),Inc.,,"Def. holding, Bausby, +2",,RS,IS,,,Over,4.0,GB,Home,CHI,0,4,1.0,2.0,7,13,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,Defense,Def. holding,2.0,,,,0.0,
8,78,4,7:05,10,1,2.0,2,Run,10,"""-2x1+"", I-form offset L",,Cobb,HB,,,0.0,,,,,IL,,Other Even,,GB,Home,CHI,0,2,1.0,0.0,7,5,1.0,,,0.0,Narrow,Wide,0.0,,1.0,Left,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
8,79,4,6:21,10,2,2.0,2,Pass,01,"""+2x2-"", shotgun offset R",,,,"Montgomery (R RB, 3)",Catch,0.0,,,Swing R,S,,,Over,4.0,GB,Home,CHI,0,2,1.0,0.0,6,21,,1.0,,0.0,Wide,Narrow,1.0,Right,0.0,,0.0,,,RB,3.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
8,80,4,5:39,10,3,2.0,2,Pass,00,"""+3x2+"", shotgun",WR in,,,Cobb (R2),"Catch, TD",2.0,,,RS,S,,,Under,4.0,GB,Home,CHI,0,2,1.0,2.0,5,39,,,,0.0,Wide,Wide,1.0,,0.0,,1.0,WR,in,WR,2.0,Right,1.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
9,81,4,4:27,16,1,10.0,38,Run,6 OL,"""+2x2+"", singleback",WR in,K. Davis,,,,0.0,,,,,IR,,Over,,GB,Home,CHI,0,38,0.0,-5.0,4,27,,,,1.0,Wide,Wide,0.0,,0.0,,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,0.0
9,82,4,3:42,16,2,15.0,43,Pass,10,"""*3x1+"", shotgun offset R",WR in,,,Cobb (L1),Catch,25.0,,,M,IS,,,Under,4.0,GB,Home,CHI,0,43,0.0,25.0,3,42,1.0,,,0.0,Normal,Wide,1.0,Right,0.0,,1.0,WR,in,WR,1.0,Left,0.0,1.0,25.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,
9,83,4,3:33,16,1,10.0,18,Run,20,"""+1x2+"", I-form offset R",,Ripkowski,,,,2.0,,,,,M,,Under,,GB,Home,CHI,0,18,1.0,2.0,3,33,2.0,,,0.0,Wide,Wide,0.0,,1.0,Right,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
9,84,4,2:45,16,2,8.0,16,Run,20,"""+1x2+"", I-form offset L",,K. Davis,HB,,,1.0,,,,,IL,,Under,,GB,Home,CHI,0,16,1.0,1.0,2,45,2.0,,,0.0,Wide,Wide,0.0,,1.0,Left,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
9,85,4,2:00,16,3,7.0,15,Pass,00,"""+1x3+"", shotgun offset R",,,,"Montgomery (R RB, 4)",Catch,,"Ineligible downfield, Lang, -5",,RB Screen L,S,,,Over,4.0,GB,Home,CHI,0,15,1.0,-5.0,2,0,,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,4.0,Right,0.0,0.0,,0.0,,0.0,Offense,Ineligible downfield,-5.0,,,0.0,1.0,
9,86,4,1:51,16,3,12.0,20,Pass,00,"""+1x3+"", shotgun offset R",,,,"Montgomery (R RB, 4)",Catch,7.0,,,M,S,,,Over,4.0,GB,Home,CHI,0,20,1.0,7.0,1,51,,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,4.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
